Account,Delivery Location,Shop Location,Order Category,Item Ordered,Shop Name,Unit Price,Quantity,Distance (km),Sub Total,Delivery Fee,Service Fee,Total,Payment Method,Rating,Order Received,Preparing Order,Rider Accepted,Order Ready,Rider At Vendor,Rider Picked Up,Expected Delivery Time,Order Arrived,Order Delivered,time_sequence_valid,prep_time_min,delivery_time_min,delay_min,order_hour,order_dayofweek,order_month,order_year,revenue
AB1394,Mushin,Ikeja,Pastries,Chocolate croissant,Oven Fresh,5000,1,14.9,5000,1145,280,6425,Wallet,3.0,2025-10-29 18:49:00,2025-10-29 18:54:00,2025-10-29 18:57:00,2025-10-29 19:01:00,2025-10-29 19:06:00,2025-10-29 19:10:00,2025-10-29 20:14:00,2025-10-29 20:23:00,2025-10-29 20:29:00,True,7.0,100.0,15.0,18,Wednesday,2025-10,2025,5000
AB1394,Ikeja,Surulere,Pastries,Chocolate croissant,BakeHouse,5000,1,12.4,5000,1020,138,6158,Wallet,3.0,2025-10-31 18:12:00,2025-10-31 18:14:00,2025-10-31 18:19:00,2025-10-31 18:27:00,2025-10-31 18:33:00,2025-10-31 18:36:00,2025-10-31 19:23:00,2025-10-31 19:30:00,2025-10-31 19:31:00,True,13.0,79.0,8.0,18,Friday,2025-10,2025,5000
AB1394,Ikeja,Yaba,Food,Spaghetti stir fry & turkey,Lekki Eats,12000,1,3.7,12000,585,196,12781,Wallet,3.0,2025-11-01 17:11:00,2025-11-01 17:14:00,2025-11-01 17:19:00,2025-11-01 17:24:00,2025-11-01 17:27:00,2025-11-01 17:30:00,2025-11-01 17:45:00,2025-11-01 17:39:00,2025-11-01 17:44:00,True,10.0,33.0,-1.0,17,Saturday,2025-11,2025,12000
AB1394,Surulere,Oshodi,Drinks & Beverages,Yoghurt drink,Yoghurt Hub,4500,1,2.4,4500,520,124,5144,Wallet,3.0,2025-11-03 02:47:00,2025-11-03 02:52:00,2025-11-03 02:55:00,2025-11-03 03:02:00,2025-11-03 03:04:00,2025-11-03 03:09:00,2025-11-03 03:22:00,2025-11-03 03:25:00,2025-11-03 03:26:00,True,10.0,39.0,4.0,2,Monday,2025-11,2025,4500
AB1394,Ikeja,Adeniran Ogunsanya,Pastries,Chocolate croissant,Golden Crust,5000,1,8.9,5000,845,173,6018,Wallet,3.0,2025-11-03 14:57:00,2025-11-03 15:00:00,2025-11-03 15:01:00,2025-11-03 15:07:00,2025-11-03 15:12:00,2025-11-03 15:17:00,2025-11-03 15:55:00,2025-11-03 15:56:00,2025-11-03 16:00:00,True,7.0,63.0,5.0,14,Monday,2025-11,2025,5000
AB1394,Yaba,Adeniran Ogunsanya,Food,Spaghetti stir fry & turkey,Lekki Eats,12000,1,9.7,12000,884,474,13358,Wallet,3.0,2025-11-03 16:33:00,2025-11-03 16:38:00,2025-11-03 16:45:00,2025-11-03 16:52:00,2025-11-03 16:57:00,2025-11-03 17:02:00,2025-11-03 17:45:00,2025-11-03 17:44:00,2025-11-03 17:49:00,True,14.0,76.0,4.0,16,Monday,2025-11,2025,12000
AB1394,Anthony,Anthony,Drinks & Beverages,Bottled juice,Cool Blends,2000,1,7.5,2000,775,281,3056,Wallet,3.0,2025-11-04 04:00:00,2025-11-04 04:07:00,2025-11-04 04:08:00,2025-11-04 04:10:00,2025-11-04 04:15:00,2025-11-04 04:20:00,2025-11-04 04:47:00,2025-11-04 04:59:00,2025-11-04 05:01:00,True,3.0,61.0,14.0,4,Tuesday,2025-11,2025,2000
AB1394,Adeniran Ogunsanya,Adeniran Ogunsanya,Food,Efo riro & pounded yam,Mama Cass Kitchen,10500,1,4.6,10500,629,277,11406,Wallet,3.0,2025-11-04 22:45:00,2025-11-04 22:46:00,2025-11-04 22:53:00,2025-11-04 23:02:00,2025-11-04 23:04:00,2025-11-04 23:07:00,2025-11-04 23:27:00,2025-11-04 23:26:00,2025-11-04 23:27:00,True,16.0,42.0,0.0,22,Tuesday,2025-11,2025,10500
AB1394,Yaba,Ikeja,Food,Efo riro & pounded yam,Tasty Bites,10500,2,2.7,21000,535,353,21888,Wallet,3.0,2025-11-05 02:22:00,2025-11-05 02:29:00,2025-11-05 02:35:00,2025-11-05 02:40:00,2025-11-05 02:46:00,2025-11-05 02:50:00,2025-11-05 03:04:00,2025-11-05 03:01:00,2025-11-05 03:05:00,True,11.0,43.0,1.0,2,Wednesday,2025-11,2025,21000
AB1394,Yaba,Mushin,Drinks & Beverages,Zobo drink,Fresh Sips,4500,2,2.8,9000,540,218,9758,Wallet,3.0,2025-11-05 08:27:00,2025-11-05 08:33:00,2025-11-05 08:34:00,2025-11-05 08:43:00,2025-11-05 08:47:00,2025-11-05 08:51:00,2025-11-05 09:06:00,2025-11-05 09:01:00,2025-11-05 09:02:00,True,10.0,35.0,-4.0,8,Wednesday,2025-11,2025,9000
AB1394,Ikeja,Maryland,Pastries,Chocolate croissant,Sunrise Bakery,5000,2,11.2,10000,960,159,11119,Wallet,3.0,2025-11-06 01:01:00,2025-11-06 01:08:00,2025-11-06 01:14:00,2025-11-06 01:18:00,2025-11-06 01:22:00,2025-11-06 01:24:00,2025-11-06 02:09:00,2025-11-06 02:06:00,2025-11-06 02:12:00,True,10.0,71.0,3.0,1,Thursday,2025-11,2025,10000
AB1394,Surulere,Yaba,Pastries,Sausage roll,BakeHouse,1000,2,12.6,2000,1030,335,3365,Wallet,3.0,2025-11-06 14:45:00,2025-11-06 14:49:00,2025-11-06 14:51:00,2025-11-06 14:58:00,2025-11-06 15:03:00,2025-11-06 15:08:00,2025-11-06 15:59:00,2025-11-06 16:07:00,2025-11-06 16:13:00,True,9.0,88.0,14.0,14,Thursday,2025-11,2025,2000
AB1394,Surulere,Yaba,Pastries,Sausage roll,Sweet Bites Bakery,1000,2,4.4,2000,620,326,2946,Wallet,3.0,2025-11-07 05:56:00,2025-11-07 05:57:00,2025-11-07 06:02:00,2025-11-07 06:05:00,2025-11-07 06:08:00,2025-11-07 06:10:00,2025-11-07 06:28:00,2025-11-07 06:24:00,2025-11-07 06:29:00,True,8.0,33.0,1.0,5,Friday,2025-11,2025,2000
AB1394,Ojota,Ikeja,Pastries,Meat pie,Sunrise Bakery,1500,2,10.2,3000,909,312,4221,Wallet,3.0,2025-11-07 21:56:00,2025-11-07 22:02:00,2025-11-07 22:04:00,2025-11-07 22:12:00,2025-11-07 22:16:00,2025-11-07 22:19:00,2025-11-07 23:03:00,2025-11-07 23:07:00,2025-11-07 23:10:00,True,10.0,74.0,7.0,21,Friday,2025-11,2025,3000
AB1394,Maryland,Adeniran Ogunsanya,Pastries,Meat pie,BakeHouse,1500,2,15.4,3000,1170,264,4434,Wallet,3.0,2025-11-08 03:15:00,2025-11-08 03:20:00,2025-11-08 03:23:00,2025-11-08 03:25:00,2025-11-08 03:29:00,2025-11-08 03:31:00,2025-11-08 04:35:00,2025-11-08 04:41:00,2025-11-08 04:44:00,True,5.0,89.0,9.0,3,Saturday,2025-11,2025,3000
AB1394,Oshodi,Adeniran Ogunsanya,Drinks & Beverages,Bottled juice,Zesty Drinks,2000,2,4.2,4000,610,229,4839,Wallet,3.0,2025-11-09 11:32:00,2025-11-09 11:36:00,2025-11-09 11:40:00,2025-11-09 11:46:00,2025-11-09 11:52:00,2025-11-09 11:55:00,2025-11-09 12:11:00,2025-11-09 12:29:00,2025-11-09 12:31:00,True,10.0,59.0,20.0,11,Sunday,2025-11,2025,4000
AB1394,Ikeja,Surulere,Food,Jollof rice & chicken,Tasty Bites,6000,2,9.6,12000,880,177,13057,Wallet,3.0,2025-11-09 20:01:00,2025-11-09 20:07:00,2025-11-09 20:12:00,2025-11-09 20:21:00,2025-11-09 20:26:00,2025-11-09 20:28:00,2025-11-09 21:03:00,2025-11-09 21:03:00,2025-11-09 21:09:00,True,14.0,68.0,6.0,20,Sunday,2025-11,2025,12000
AB1394,Oshodi,Ogba,Drinks & Beverages,Yoghurt drink,Fresh Sips,4500,2,14.9,9000,1145,374,10519,Wallet,3.0,2025-11-11 04:12:00,2025-11-11 04:19:00,2025-11-11 04:22:00,2025-11-11 04:26:00,2025-11-11 04:28:00,2025-11-11 04:33:00,2025-11-11 05:37:00,2025-11-11 05:30:00,2025-11-11 05:33:00,True,7.0,81.0,-4.0,4,Tuesday,2025-11,2025,9000
AB1394,Oshodi,Oshodi,Drinks & Beverages,Bottled juice,Smoothie Express,2000,2,5.1,4000,654,226,4880,Wallet,3.0,2025-11-16 03:17:00,2025-11-16 03:21:00,2025-11-16 03:23:00,2025-11-16 03:25:00,2025-11-16 03:29:00,2025-11-16 03:32:00,2025-11-16 03:58:00,2025-11-16 04:03:00,2025-11-16 04:08:00,True,4.0,51.0,10.0,3,Sunday,2025-11,2025,4000
AB1394,Yaba,Surulere,Food,Fried rice & beef,Mama Cass Kitchen,5000,2,14.9,10000,1145,938,12083,Wallet,3.0,2025-11-16 19:17:00,2025-11-16 19:19:00,2025-11-16 19:24:00,2025-11-16 19:31:00,2025-11-16 19:32:00,2025-11-16 19:36:00,2025-11-16 20:32:00,2025-11-16 20:34:00,2025-11-16 20:37:00,True,12.0,80.0,5.0,19,Sunday,2025-11,2025,10000
AB1394,Ogba,Maryland,Drinks & Beverages,Fruit smoothie,Zesty Drinks,5000,2,3.6,10000,580,372,10952,Wallet,3.0,2025-11-19 14:09:00,2025-11-19 14:15:00,2025-11-19 14:20:00,2025-11-19 14:30:00,2025-11-19 14:35:00,2025-11-19 14:39:00,2025-11-19 14:56:00,2025-11-19 14:56:00,2025-11-19 14:58:00,True,15.0,49.0,2.0,14,Wednesday,2025-11,2025,10000
AB1394,Adeniran Ogunsanya,Yaba,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,2,9.5,24000,875,817,25692,Wallet,3.0,2025-11-20 08:28:00,2025-11-20 08:31:00,2025-11-20 08:33:00,2025-11-20 08:41:00,2025-11-20 08:44:00,2025-11-20 08:46:00,2025-11-20 09:23:00,2025-11-20 09:27:00,2025-11-20 09:32:00,True,10.0,64.0,9.0,8,Thursday,2025-11,2025,24000
AB1394,Ikeja,Anthony,Food,Jollof rice & chicken,Naija Kitchen,6000,2,10.6,12000,930,289,13219,Wallet,3.0,2025-11-20 18:00:00,2025-11-20 18:01:00,2025-11-20 18:03:00,2025-11-20 18:05:00,2025-11-20 18:09:00,2025-11-20 18:14:00,2025-11-20 19:02:00,2025-11-20 19:06:00,2025-11-20 19:08:00,True,4.0,68.0,6.0,18,Thursday,2025-11,2025,12000
AB1394,Ikeja,Ojota,Food,Fried rice & beef,Tasty Bites,5000,1,7.8,5000,790,916,6706,Wallet,3.0,2025-11-21 08:14:00,2025-11-21 08:15:00,2025-11-21 08:22:00,2025-11-21 08:29:00,2025-11-21 08:35:00,2025-11-21 08:38:00,2025-11-21 09:06:00,2025-11-21 09:08:00,2025-11-21 09:14:00,True,14.0,60.0,8.0,8,Friday,2025-11,2025,5000
AB1394,Ojota,Anthony,Food,Fried rice & beef,Tasty Bites,5000,1,6.6,5000,730,558,6288,Wallet,3.0,2025-11-23 08:03:00,2025-11-23 08:06:00,2025-11-23 08:11:00,2025-11-23 08:16:00,2025-11-23 08:22:00,2025-11-23 08:24:00,2025-11-23 08:52:00,2025-11-23 09:01:00,2025-11-23 09:06:00,True,10.0,63.0,14.0,8,Sunday,2025-11,2025,5000
AB1394,Anthony,Ikeja,Food,Jollof rice & chicken,Lekki Eats,6000,1,13.6,6000,1080,610,7690,Wallet,3.0,2025-11-25 03:09:00,2025-11-25 03:13:00,2025-11-25 03:15:00,2025-11-25 03:23:00,2025-11-25 03:27:00,2025-11-25 03:31:00,2025-11-25 04:31:00,2025-11-25 04:36:00,2025-11-25 04:38:00,True,10.0,89.0,7.0,3,Tuesday,2025-11,2025,6000
AB1394,Mushin,Oshodi,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,1,14.8,12000,1140,274,13414,Wallet,3.0,2025-11-25 13:51:00,2025-11-25 13:54:00,2025-11-25 14:02:00,2025-11-25 14:07:00,2025-11-25 14:11:00,2025-11-25 14:13:00,2025-11-25 15:11:00,2025-11-25 15:13:00,2025-11-25 15:18:00,True,13.0,87.0,7.0,13,Tuesday,2025-11,2025,12000
AB1394,Oshodi,Mushin,Pastries,Doughnut pack,Sweet Bites Bakery,20000,1,15.5,20000,1175,213,21388,Wallet,3.0,2025-11-25 15:32:00,2025-11-25 15:35:00,2025-11-25 15:39:00,2025-11-25 15:42:00,2025-11-25 15:45:00,2025-11-25 15:48:00,2025-11-25 16:47:00,2025-11-25 16:48:00,2025-11-25 16:53:00,True,7.0,81.0,6.0,15,Tuesday,2025-11,2025,20000
AB1394,Yaba,Mushin,Drinks & Beverages,Bottled juice,Yoghurt Hub,2000,1,6.6,2000,730,352,3082,Wallet,3.0,2025-11-27 10:03:00,2025-11-27 10:10:00,2025-11-27 10:15:00,2025-11-27 10:24:00,2025-11-27 10:28:00,2025-11-27 10:33:00,2025-11-27 11:00:00,2025-11-27 11:07:00,2025-11-27 11:08:00,True,14.0,65.0,8.0,10,Thursday,2025-11,2025,2000
AB1394,Ogba,Ikeja,Drinks & Beverages,Zobo drink,Yoghurt Hub,4500,1,3.0,4500,550,210,5260,Wallet,3.0,2025-11-29 01:06:00,2025-11-29 01:13:00,2025-11-29 01:14:00,2025-11-29 01:21:00,2025-11-29 01:26:00,2025-11-29 01:29:00,2025-11-29 01:45:00,2025-11-29 01:48:00,2025-11-29 01:51:00,True,8.0,45.0,6.0,1,Saturday,2025-11,2025,4500
AB1394,Maryland,Surulere,Food,Jollof rice & chicken,Tasty Bites,6000,1,14.1,6000,1105,624,7729,Wallet,3.0,2025-11-29 07:16:00,2025-11-29 07:18:00,2025-11-29 07:21:00,2025-11-29 07:23:00,2025-11-29 07:24:00,2025-11-29 07:29:00,2025-11-29 08:22:00,2025-11-29 08:30:00,2025-11-29 08:33:00,True,5.0,77.0,11.0,7,Saturday,2025-11,2025,6000
AB1394,Oshodi,Oshodi,Drinks & Beverages,Bottled juice,Zesty Drinks,2000,1,4.2,2000,610,241,2851,Wallet,3.0,2025-12-03 10:45:00,2025-12-03 10:52:00,2025-12-03 10:59:00,2025-12-03 11:02:00,2025-12-03 11:04:00,2025-12-03 11:08:00,2025-12-03 11:25:00,2025-12-03 11:26:00,2025-12-03 11:28:00,True,10.0,43.0,3.0,10,Wednesday,2025-12,2025,2000
AB1394,Mushin,Ogba,Pastries,Doughnut pack,Sweet Bites Bakery,20000,1,10.2,20000,909,242,21151,Wallet,3.0,2025-12-03 13:37:00,2025-12-03 13:39:00,2025-12-03 13:43:00,2025-12-03 13:50:00,2025-12-03 13:53:00,2025-12-03 13:58:00,2025-12-03 14:44:00,2025-12-03 14:40:00,2025-12-03 14:43:00,True,11.0,66.0,-1.0,13,Wednesday,2025-12,2025,20000
AB1394,Ojota,Maryland,Drinks & Beverages,Zobo drink,Cool Blends,4500,1,13.8,4500,1090,342,5932,Wallet,3.0,2025-12-04 22:20:00,2025-12-04 22:25:00,2025-12-04 22:31:00,2025-12-04 22:39:00,2025-12-04 22:44:00,2025-12-04 22:46:00,2025-12-04 23:38:00,2025-12-04 23:35:00,2025-12-04 23:36:00,True,14.0,76.0,-2.0,22,Thursday,2025-12,2025,4500
AB1394,Yaba,Ogba,Drinks & Beverages,Bottled juice,Zesty Drinks,2000,1,14.0,2000,1100,192,3292,Wallet,3.0,2025-12-06 11:56:00,2025-12-06 11:59:00,2025-12-06 12:03:00,2025-12-06 12:13:00,2025-12-06 12:15:00,2025-12-06 12:16:00,2025-12-06 13:13:00,2025-12-06 13:21:00,2025-12-06 13:26:00,True,14.0,90.0,13.0,11,Saturday,2025-12,2025,2000
AB1394,Ojota,Adeniran Ogunsanya,Food,Fried rice & beef,Kulture Kitchen,5000,2,7.3,10000,765,314,11079,Wallet,3.0,2025-12-08 10:30:00,2025-12-08 10:35:00,2025-12-08 10:36:00,2025-12-08 10:38:00,2025-12-08 10:42:00,2025-12-08 10:45:00,2025-12-08 11:13:00,2025-12-08 11:05:00,2025-12-08 11:06:00,True,3.0,36.0,-7.0,10,Monday,2025-12,2025,10000
AB1394,Maryland,Anthony,Drinks & Beverages,Yoghurt drink,Yoghurt Hub,4500,2,7.7,9000,785,328,10113,Wallet,3.0,2025-12-09 22:19:00,2025-12-09 22:25:00,2025-12-09 22:30:00,2025-12-09 22:37:00,2025-12-09 22:39:00,2025-12-09 22:43:00,2025-12-09 23:10:00,2025-12-09 23:09:00,2025-12-09 23:13:00,True,12.0,54.0,3.0,22,Tuesday,2025-12,2025,9000
AB1394,Mushin,Ikeja,Pastries,Meat pie,Sunrise Bakery,1500,2,9.1,3000,855,197,4052,Wallet,3.0,2025-12-13 07:42:00,2025-12-13 07:45:00,2025-12-13 07:47:00,2025-12-13 07:50:00,2025-12-13 07:53:00,2025-12-13 07:56:00,2025-12-13 08:38:00,2025-12-13 08:28:00,2025-12-13 08:32:00,True,5.0,50.0,-6.0,7,Saturday,2025-12,2025,3000
AB1394,Mushin,Adeniran Ogunsanya,Pastries,Sausage roll,BakeHouse,1000,2,9.5,2000,875,386,3261,Wallet,3.0,2025-12-13 11:10:00,2025-12-13 11:17:00,2025-12-13 11:18:00,2025-12-13 11:20:00,2025-12-13 11:22:00,2025-12-13 11:27:00,2025-12-13 12:10:00,2025-12-13 12:15:00,2025-12-13 12:21:00,True,3.0,71.0,11.0,11,Saturday,2025-12,2025,2000
AB1394,Surulere,Yaba,Pastries,Chocolate croissant,Sweet Bites Bakery,5000,2,9.9,10000,895,216,11111,Bank Transfer,3.0,2025-12-20 18:23:00,2025-12-20 18:27:00,2025-12-20 18:35:00,2025-12-20 18:44:00,2025-12-20 18:50:00,2025-12-20 18:55:00,2025-12-20 19:37:00,2025-12-20 19:32:00,2025-12-20 19:38:00,True,17.0,75.0,1.0,18,Saturday,2025-12,2025,10000
AB1394,Oshodi,Surulere,Food,Jollof rice & chicken,Tasty Bites,6000,2,11.7,12000,985,576,13561,Bank Transfer,3.0,2025-12-23 20:44:00,2025-12-23 20:47:00,2025-12-23 20:51:00,2025-12-23 21:01:00,2025-12-23 21:04:00,2025-12-23 21:09:00,2025-12-23 21:59:00,2025-12-23 22:09:00,2025-12-23 22:10:00,True,14.0,86.0,11.0,20,Tuesday,2025-12,2025,12000
AB1394,Yaba,Mushin,Pastries,Chocolate croissant,Golden Crust,5000,2,2.4,10000,520,382,10902,Bank Transfer,3.0,2025-12-24 09:16:00,2025-12-24 09:17:00,2025-12-24 09:20:00,2025-12-24 09:28:00,2025-12-24 09:32:00,2025-12-24 09:36:00,2025-12-24 09:51:00,2025-12-24 09:53:00,2025-12-24 09:59:00,True,11.0,43.0,8.0,9,Wednesday,2025-12,2025,10000
AB1394,Mushin,Oshodi,Drinks & Beverages,Yoghurt drink,Smoothie Express,4500,2,4.7,9000,635,265,9900,Bank Transfer,3.0,2025-12-24 11:47:00,2025-12-24 11:50:00,2025-12-24 11:58:00,2025-12-24 12:00:00,2025-12-24 12:01:00,2025-12-24 12:06:00,2025-12-24 12:24:00,2025-12-24 12:28:00,2025-12-24 12:33:00,True,10.0,46.0,9.0,11,Wednesday,2025-12,2025,9000
AB1394,Ogba,Ikeja,Pastries,Meat pie,Sweet Bites Bakery,1500,2,3.1,3000,555,268,3823,Bank Transfer,3.0,2025-12-25 02:43:00,2025-12-25 02:50:00,2025-12-25 02:54:00,2025-12-25 02:56:00,2025-12-25 03:02:00,2025-12-25 03:04:00,2025-12-25 03:18:00,2025-12-25 03:25:00,2025-12-25 03:28:00,True,6.0,45.0,10.0,2,Thursday,2025-12,2025,3000
AB1394,Mushin,Ojota,Pastries,Meat pie,Sunrise Bakery,1500,1,4.1,1500,604,232,2336,Bank Transfer,3.0,2025-12-26 12:18:00,2025-12-26 12:22:00,2025-12-26 12:23:00,2025-12-26 12:29:00,2025-12-26 12:35:00,2025-12-26 12:38:00,2025-12-26 12:56:00,2025-12-26 13:01:00,2025-12-26 13:04:00,True,7.0,46.0,8.0,12,Friday,2025-12,2025,1500
AB1394,Maryland,Ogba,Pastries,Meat pie,Sweet Bites Bakery,1500,1,14.0,1500,1100,251,2851,Bank Transfer,3.0,2025-12-26 17:09:00,2025-12-26 17:11:00,2025-12-26 17:15:00,2025-12-26 17:24:00,2025-12-26 17:28:00,2025-12-26 17:30:00,2025-12-26 18:27:00,2025-12-26 18:31:00,2025-12-26 18:37:00,True,13.0,88.0,10.0,17,Friday,2025-12,2025,1500
AB1394,Ikeja,Maryland,Food,Efo riro & pounded yam,Tasty Bites,10500,1,11.4,10500,970,888,12358,Bank Transfer,3.0,2025-12-27 16:16:00,2025-12-27 16:22:00,2025-12-27 16:29:00,2025-12-27 16:39:00,2025-12-27 16:44:00,2025-12-27 16:49:00,2025-12-27 17:40:00,2025-12-27 17:47:00,2025-12-27 17:52:00,True,17.0,96.0,12.0,16,Saturday,2025-12,2025,10500
AB1394,Surulere,Ojota,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,1,8.8,5000,840,320,6160,Bank Transfer,3.0,2023-01-03 04:55:00,2023-01-03 05:00:00,2023-01-03 05:02:00,2023-01-03 05:07:00,2023-01-03 05:11:00,2023-01-03 05:12:00,2023-01-03 05:48:00,2023-01-03 05:59:00,2023-01-03 06:03:00,True,7.0,68.0,15.0,4,Tuesday,2023-01,2023,5000
AB1394,Mushin,Yaba,Food,Fried rice & beef,Lekki Eats,5000,1,6.2,5000,710,624,6334,Bank Transfer,3.0,2023-01-04 19:34:00,2023-01-04 19:37:00,2023-01-04 19:40:00,2023-01-04 19:43:00,2023-01-04 19:47:00,2023-01-04 19:50:00,2023-01-04 20:14:00,2023-01-04 20:15:00,2023-01-04 20:18:00,True,6.0,44.0,4.0,19,Wednesday,2023-01,2023,5000
AB1394,Ikeja,Ogba,Food,Jollof rice & chicken,Kulture Kitchen,6000,2,9.1,12000,855,933,13788,Bank Transfer,3.0,2023-01-06 11:47:00,2023-01-06 11:54:00,2023-01-06 11:58:00,2023-01-06 12:01:00,2023-01-06 12:07:00,2023-01-06 12:12:00,2023-01-06 12:53:00,2023-01-06 12:51:00,2023-01-06 12:56:00,True,7.0,69.0,3.0,11,Friday,2023-01,2023,12000
AB1394,Surulere,Ojota,Pastries,Sausage roll,Sweet Bites Bakery,1000,2,15.9,2000,1195,325,3520,Bank Transfer,3.0,2023-01-08 14:29:00,2023-01-08 14:31:00,2023-01-08 14:32:00,2023-01-08 14:36:00,2023-01-08 14:37:00,2023-01-08 14:42:00,2023-01-08 15:42:00,2023-01-08 15:47:00,2023-01-08 15:49:00,True,5.0,80.0,7.0,14,Sunday,2023-01,2023,2000
AB1394,Adeniran Ogunsanya,Ikeja,Food,Spaghetti stir fry & turkey,Lekki Eats,12000,3,4.1,36000,604,870,37474,Bank Transfer,3.0,2023-01-08 16:16:00,2023-01-08 16:23:00,2023-01-08 16:24:00,2023-01-08 16:30:00,2023-01-08 16:34:00,2023-01-08 16:39:00,2023-01-08 16:55:00,2023-01-08 17:03:00,2023-01-08 17:08:00,True,7.0,52.0,13.0,16,Sunday,2023-01,2023,36000
AB1394,Maryland,Maryland,Pastries,Meat pie,Oven Fresh,1500,1,4.6,1500,629,339,2468,Bank Transfer,3.0,2023-01-09 05:05:00,2023-01-09 05:11:00,2023-01-09 05:14:00,2023-01-09 05:21:00,2023-01-09 05:25:00,2023-01-09 05:29:00,2023-01-09 05:46:00,2023-01-09 05:51:00,2023-01-09 05:55:00,True,10.0,50.0,9.0,5,Monday,2023-01,2023,1500
AB1394,Adeniran Ogunsanya,Yaba,Food,Fried rice & beef,Mama Cass Kitchen,5000,1,4.9,5000,645,839,6484,Bank Transfer,3.0,2023-01-12 04:47:00,2023-01-12 04:50:00,2023-01-12 04:52:00,2023-01-12 04:57:00,2023-01-12 05:02:00,2023-01-12 05:06:00,2023-01-12 05:25:00,2023-01-12 05:33:00,2023-01-12 05:35:00,True,7.0,48.0,10.0,4,Thursday,2023-01,2023,5000
AB1394,Maryland,Ojota,Pastries,Chocolate croissant,Golden Crust,5000,1,13.9,5000,1095,231,6326,Bank Transfer,3.0,2023-01-14 21:15:00,2023-01-14 21:21:00,2023-01-14 21:29:00,2023-01-14 21:32:00,2023-01-14 21:36:00,2023-01-14 21:39:00,2023-01-14 22:38:00,2023-01-14 22:39:00,2023-01-14 22:43:00,True,11.0,88.0,5.0,21,Saturday,2023-01,2023,5000
AB1394,Ikeja,Yaba,Food,Efo riro & pounded yam,Tasty Bites,10500,3,12.0,31500,1000,863,33363,Bank Transfer,3.0,2023-01-19 18:51:00,2023-01-19 18:53:00,2023-01-19 19:01:00,2023-01-19 19:09:00,2023-01-19 19:12:00,2023-01-19 19:14:00,2023-01-19 20:04:00,2023-01-19 20:03:00,2023-01-19 20:09:00,True,16.0,78.0,5.0,18,Thursday,2023-01,2023,31500
AB1394,Maryland,Ogba,Pastries,Chocolate croissant,Sweet Bites Bakery,5000,1,9.2,5000,859,234,6093,Bank Transfer,3.0,2023-01-19 22:50:00,2023-01-19 22:52:00,2023-01-19 22:53:00,2023-01-19 22:55:00,2023-01-19 22:59:00,2023-01-19 23:03:00,2023-01-19 23:44:00,2023-01-19 23:41:00,2023-01-19 23:45:00,True,3.0,55.0,1.0,22,Thursday,2023-01,2023,5000
AB1394,Ojota,Ikeja,Food,Jollof rice & chicken,Lekki Eats,6000,2,10.5,12000,925,179,13104,Bank Transfer,3.0,2023-01-20 20:30:00,2023-01-20 20:35:00,2023-01-20 20:42:00,2023-01-20 20:52:00,2023-01-20 20:56:00,2023-01-20 20:58:00,2023-01-20 21:42:00,2023-01-20 21:35:00,2023-01-20 21:38:00,True,17.0,68.0,-4.0,20,Friday,2023-01,2023,12000
AB1394,Adeniran Ogunsanya,Ogba,Food,Jollof rice & chicken,Kulture Kitchen,6000,2,10.9,12000,945,551,13496,Bank Transfer,3.0,2023-01-21 19:04:00,2023-01-21 19:09:00,2023-01-21 19:16:00,2023-01-21 19:21:00,2023-01-21 19:22:00,2023-01-21 19:24:00,2023-01-21 20:07:00,2023-01-21 20:16:00,2023-01-21 20:20:00,True,12.0,76.0,13.0,19,Saturday,2023-01,2023,12000
AB1394,Surulere,Anthony,Pastries,Meat pie,Oven Fresh,1500,1,11.2,1500,960,131,2591,Bank Transfer,3.0,2023-01-22 19:26:00,2023-01-22 19:31:00,2023-01-22 19:32:00,2023-01-22 19:36:00,2023-01-22 19:39:00,2023-01-22 19:40:00,2023-01-22 20:22:00,2023-01-22 20:23:00,2023-01-22 20:27:00,True,5.0,61.0,5.0,19,Sunday,2023-01,2023,1500
AB1394,Ogba,Mushin,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,8.3,6000,815,386,7201,Bank Transfer,3.0,2023-01-24 23:35:00,2023-01-24 23:39:00,2023-01-24 23:47:00,2023-01-24 23:54:00,2023-01-24 23:57:00,2023-01-25 00:01:00,2023-01-25 00:40:00,2023-01-25 00:43:00,2023-01-25 00:49:00,True,15.0,74.0,9.0,23,Tuesday,2023-01,2023,6000
AB1394,Anthony,Yaba,Drinks & Beverages,Yoghurt drink,Fresh Sips,4500,1,6.2,4500,710,114,5324,Bank Transfer,3.0,2023-01-25 01:57:00,2023-01-25 01:59:00,2023-01-25 02:03:00,2023-01-25 02:12:00,2023-01-25 02:14:00,2023-01-25 02:15:00,2023-01-25 02:39:00,2023-01-25 02:33:00,2023-01-25 02:34:00,True,13.0,37.0,-5.0,1,Wednesday,2023-01,2023,4500
